physical_quantity,power,power
type,active,reactive
,,
2013-11-12 09:28:27+00:00,2553.0,-319.0
2013-11-12 09:28:30+00:00,2553.0,22.0
2013-11-12 09:28:31+00:00,2553.0,157.0
2013-11-12 09:28:32+00:00,2637.0,157.0
2013-11-12 09:28:59+00:00,2552.0,-230.0
2013-11-12 09:29:00+00:00,2487.0,302.0
2013-11-12 09:29:01+00:00,2487.0,36.0
2013-11-12 09:29:04+00:00,2638.0,-730.0
2013-11-12 09:29:15+00:00,2539.0,134.0
2013-11-12 09:29:19+00:00,2688.0,-556.0
2013-11-12 09:29:31+00:00,2496.0,128.0
2013-11-12 09:29:47+00:00,2449.0,68.0
2013-11-12 09:29:51+00:00,2532.0,-491.0
2013-11-12 09:30:03+00:00,2471.0,165.0
2013-11-12 09:30:04+00:00,2530.0,165.0
2013-11-12 09:30:23+00:00,2603.0,-319.0
2013-11-12 09:30:27+00:00,2568.0,-450.0
2013-11-12 09:30:38+00:00,588.0,-475.0
2013-11-12 09:30:39+00:00,588.0,-787.0
2013-11-12 09:30:40+00:00,545.0,-787.0
2013-11-12 09:30:44+00:00,494.0,-644.0
2013-11-12 09:30:47+00:00,368.0,30.0
2013-11-12 09:30:48+00:00,390.0,30.0
2013-11-12 09:30:51+00:00,586.0,-818.0
2013-11-12 09:30:52+00:00,488.0,-818.0
2013-11-12 09:30:56+00:00,549.0,-442.0
2013-11-12 09:31:00+00:00,506.0,-653.0
2013-11-12 09:31:03+00:00,348.0,72.0
2013-11-12 09:31:04+00:00,388.0,72.0
2013-11-12 09:31:07+00:00,588.0,-788.0
2013-11-12 09:31:08+00:00,488.0,-788.0
2013-11-12 09:31:12+00:00,555.0,-442.0
2013-11-12 09:31:18+00:00,421.0,172.0
2013-11-12 09:31:19+00:00,421.0,-181.0
2013-11-12 09:32:16+00:00,428.0,-636.0
2013-11-12 09:32:17+00:00,428.0,-248.0
2013-11-12 09:32:20+00:00,428.0,69.0
2013-11-12 09:32:21+00:00,428.0,-49.0
2013-11-12 09:32:32+00:00,453.0,-583.0
2013-11-12 09:32:33+00:00,453.0,-301.0
2013-11-12 09:32:37+00:00,381.0,2.0
2013-11-12 09:32:38+00:00,445.0,2.0
2013-11-12 09:32:54+00:00,489.0,-995.0
2013-11-12 09:33:05+00:00,489.0,-445.0
2013-11-12 09:33:06+00:00,413.0,241.0
2013-11-12 09:33:21+00:00,379.0,36.0
2013-11-12 09:33:25+00:00,545.0,-562.0
2013-11-12 09:33:41+00:00,583.0,-621.0
2013-11-12 09:33:50+00:00,437.0,-442.0
2013-11-12 09:33:57+00:00,541.0,-697.0
2013-11-12 09:34:05+00:00,489.0,-643.0
2013-11-12 09:34:06+00:00,433.0,-643.0
2013-11-12 09:34:13+00:00,545.0,-589.0
2013-11-12 09:34:21+00:00,489.0,-498.0
2013-11-12 09:34:22+00:00,390.0,-498.0
2013-11-12 09:34:29+00:00,588.0,-442.0
2013-11-12 09:34:37+00:00,489.0,-487.0
2013-11-12 09:34:38+00:00,423.0,-487.0
2013-11-12 09:34:42+00:00,555.0,-895.0
2013-11-12 09:34:53+00:00,489.0,4.0
2013-11-12 09:34:54+00:00,394.0,4.0
2013-11-12 09:34:57+00:00,584.0,-795.0
2013-11-12 09:34:58+00:00,489.0,-795.0
2013-11-12 09:35:02+00:00,552.0,-459.0
2013-11-12 09:35:09+00:00,426.0,-77.0
2013-11-12 09:35:18+00:00,545.0,-589.0
2013-11-12 09:35:26+00:00,489.0,95.0
2013-11-12 09:35:34+00:00,551.0,-604.0
2013-11-12 09:35:58+00:00,489.0,-2.0
2013-11-12 09:36:06+00:00,445.0,-604.0
2013-11-12 09:36:22+00:00,489.0,-641.0
2013-11-12 09:36:25+00:00,489.0,-666.0
2013-11-12 09:36:26+00:00,409.0,40.0
2013-11-12 09:36:41+00:00,489.0,-480.0
2013-11-12 09:36:42+00:00,402.0,242.0
2013-11-12 09:36:45+00:00,576.0,-724.0
2013-11-12 09:36:46+00:00,489.0,-724.0
2013-11-12 09:36:56+00:00,354.0,-586.0
2013-11-12 09:36:57+00:00,354.0,28.0
2013-11-12 09:37:11+00:00,335.0,-4.0
2013-11-12 09:37:27+00:00,356.0,-6.0
2013-11-12 09:37:39+00:00,435.0,-830.0
2013-11-12 09:37:42+00:00,392.0,-48.0
2013-11-12 09:37:43+00:00,392.0,-92.0
2013-11-12 09:37:44+00:00,330.0,-92.0
2013-11-12 09:37:47+00:00,454.0,-656.0
2013-11-12 09:37:59+00:00,368.0,30.0
2013-11-12 09:38:03+00:00,502.0,-656.0
2013-11-12 09:38:11+00:00,435.0,-656.0
2013-11-12 09:38:12+00:00,379.0,-656.0
2013-11-12 09:38:19+00:00,491.0,-459.0
2013-11-12 09:38:35+00:00,496.0,-459.0
2013-11-12 09:38:51+00:00,529.0,-571.0
2013-11-12 09:39:00+00:00,293.0,250.0
2013-11-12 09:39:04+00:00,499.0,-863.0
2013-11-12 09:39:24+00:00,498.0,-650.0
2013-11-12 09:39:32+00:00,437.0,61.0
2013-11-12 09:39:39+00:00,437.0,-507.0
2013-11-12 09:39:40+00:00,343.0,-755.0
2013-11-12 09:39:55+00:00,357.0,-411.0
2013-11-12 09:39:56+00:00,402.0,-411.0
2013-11-12 09:40:15+00:00,267.0,-555.0
2013-11-12 09:40:16+00:00,179.0,127.0
2013-11-12 09:40:27+00:00,267.0,-420.0
2013-11-12 09:40:28+00:00,350.0,-676.0
2013-11-12 09:40:31+00:00,184.0,40.0
2013-11-12 09:40:32+00:00,156.0,40.0
2013-11-12 09:40:35+00:00,378.0,-761.0
2013-11-12 09:40:36+00:00,278.0,-761.0
2013-11-12 09:40:43+00:00,278.0,-495.0
2013-11-12 09:40:44+00:00,359.0,-715.0
2013-11-12 09:40:47+00:00,197.0,110.0
2013-11-12 09:40:54+00:00,172.0,50.0
2013-11-12 09:41:41+00:00,373.0,-669.0
2013-11-12 09:41:42+00:00,291.0,-669.0
2013-11-12 09:41:45+00:00,291.0,-524.0
2013-11-12 09:41:46+00:00,191.0,-524.0
2013-11-12 09:41:57+00:00,200.0,31.0
2013-11-12 09:41:58+00:00,266.0,31.0
2013-11-12 09:42:00+00:00,320.0,-691.0
2013-11-12 09:42:55+00:00,394.0,-756.0
2013-11-12 09:42:56+00:00,340.0,-756.0
2013-11-12 09:43:07+00:00,209.0,81.0
2013-11-12 09:43:09+00:00,252.0,82.0
2013-11-12 09:43:14+00:00,369.0,-449.0
2013-11-12 09:43:15+00:00,369.0,-592.0
2013-11-12 09:43:18+00:00,373.0,-725.0
2013-11-12 09:43:21+00:00,219.0,84.0
2013-11-12 09:43:25+00:00,497.0,-1010.0
2013-11-12 09:43:26+00:00,436.0,-1010.0
2013-11-12 09:43:30+00:00,388.0,-831.0
2013-11-12 09:43:31+00:00,388.0,-791.0
2013-11-12 09:43:41+00:00,551.0,-1121.0
2013-11-12 09:43:42+00:00,497.0,-1121.0
2013-11-12 09:43:57+00:00,500.0,-1101.0
2013-11-12 09:43:58+00:00,464.0,-1101.0
2013-11-12 09:43:59+00:00,464.0,-860.0
2013-11-12 09:44:03+00:00,519.0,-950.0
2013-11-12 09:44:25+00:00,284.0,119.0
2013-11-12 09:44:34+00:00,434.0,-925.0
2013-11-12 09:44:35+00:00,434.0,-864.0
2013-11-12 09:44:57+00:00,504.0,-1034.0
2013-11-12 09:44:58+00:00,466.0,-1034.0
2013-11-12 09:45:11+00:00,345.0,120.0
2013-11-12 09:45:13+00:00,492.0,-940.0
2013-11-12 09:45:14+00:00,467.0,-940.0
2013-11-12 09:45:15+00:00,467.0,-912.0
2013-11-12 09:45:25+00:00,330.0,-7.0
2013-11-12 09:45:27+00:00,530.0,-962.0
2013-11-12 09:45:51+00:00,471.0,-961.0
2013-11-12 09:45:58+00:00,531.0,-1014.0
2013-11-12 09:45:59+00:00,463.0,-919.0
2013-11-12 09:46:03+00:00,466.0,-975.0
2013-11-12 09:46:06+00:00,437.0,-975.0
2013-11-12 09:46:13+00:00,492.0,-1091.0
2013-11-12 09:46:14+00:00,448.0,-1091.0
2013-11-12 09:46:15+00:00,448.0,-816.0
2013-11-12 09:46:18+00:00,478.0,-816.0
2013-11-12 09:46:26+00:00,327.0,75.0
2013-11-12 09:46:28+00:00,472.0,-1123.0
2013-11-12 09:46:29+00:00,472.0,-900.0
2013-11-12 09:46:43+00:00,520.0,-993.0
2013-11-12 09:47:50+00:00,280.0,-609.0
2013-11-12 09:47:51+00:00,280.0,-411.0
2013-11-12 09:47:52+00:00,304.0,-267.0
2013-11-12 09:48:06+00:00,329.0,38.0
2013-11-12 09:48:08+00:00,308.0,-706.0
2013-11-12 09:48:27+00:00,304.0,-487.0
2013-11-12 09:48:29+00:00,305.0,-564.0
2013-11-12 09:48:30+00:00,312.0,-374.0
2013-11-12 09:48:31+00:00,220.0,-398.0
2013-11-12 09:48:32+00:00,193.0,48.0
2013-11-12 09:48:45+00:00,339.0,-776.0
2013-11-12 09:48:50+00:00,300.0,-686.0
2013-11-12 09:48:51+00:00,300.0,-552.0
2013-11-12 09:48:52+00:00,201.0,-396.0
2013-11-12 09:49:02+00:00,297.0,-693.0
2013-11-12 09:49:07+00:00,315.0,-490.0
2013-11-12 09:49:08+00:00,263.0,-490.0
2013-11-12 09:49:28+00:00,230.0,-184.0
2013-11-12 09:49:31+00:00,230.0,-23.0
2013-11-12 09:49:32+00:00,252.0,-187.0
2013-11-12 09:49:38+00:00,189.0,10.0
2013-11-12 09:49:39+00:00,261.0,94.0
2013-11-12 09:49:40+00:00,244.0,94.0
2013-11-12 09:49:41+00:00,206.0,53.0
2013-11-12 09:49:59+00:00,203.0,-316.0
2013-11-12 09:50:03+00:00,323.0,-596.0
2013-11-12 09:50:05+00:00,209.0,-250.0
2013-11-12 09:50:09+00:00,287.0,-558.0
2013-11-12 09:50:10+00:00,268.0,-370.0
2013-11-12 09:50:11+00:00,206.0,-264.0
2013-11-12 09:50:15+00:00,302.0,-768.0
2013-11-12 09:50:18+00:00,311.0,-416.0
2013-11-12 09:50:19+00:00,271.0,-488.0
2013-11-12 09:50:21+00:00,291.0,-391.0
2013-11-12 09:50:22+00:00,255.0,-391.0
2013-11-12 09:50:43+00:00,222.0,-20.0
2013-11-12 09:50:44+00:00,254.0,-20.0
2013-11-12 09:50:52+00:00,183.0,-138.0
2013-11-12 09:51:24+00:00,303.0,-769.0
2013-11-12 09:51:25+00:00,271.0,-420.0
2013-11-12 09:51:26+00:00,212.0,-268.0
2013-11-12 09:51:30+00:00,280.0,-546.0
2013-11-12 09:51:31+00:00,280.0,-343.0
2013-11-12 09:51:32+00:00,202.0,-343.0
2013-11-12 09:51:36+00:00,289.0,-618.0
2013-11-12 09:51:38+00:00,206.0,-170.0
2013-11-12 09:51:39+00:00,206.0,44.0
2013-11-12 09:51:42+00:00,285.0,-489.0
2013-11-12 09:51:45+00:00,285.0,-333.0
2013-11-12 09:51:46+00:00,261.0,-333.0
2013-11-12 09:51:48+00:00,318.0,-227.0
2013-11-12 09:51:49+00:00,252.0,-256.0
2013-11-12 09:52:08+00:00,215.0,-172.0
2013-11-12 09:52:09+00:00,215.0,10.0
2013-11-12 09:52:10+00:00,252.0,-50.0
2013-11-12 09:52:12+00:00,244.0,-186.0
2013-11-12 09:52:15+00:00,519.0,-636.0
2013-11-12 09:52:19+00:00,245.0,-50.0
2013-11-12 09:52:59+00:00,228.0,86.0
2013-11-12 09:54:15+00:00,211.0,83.0
2013-11-12 09:54:16+00:00,305.0,-573.0
2013-11-12 09:54:19+00:00,305.0,-461.0
2013-11-12 09:54:25+00:00,327.0,-349.0
2013-11-12 09:54:27+00:00,251.0,-518.0
2013-11-12 09:54:28+00:00,198.0,84.0
2013-11-12 09:54:32+00:00,399.0,-808.0
2013-11-12 09:54:35+00:00,399.0,-752.0
2013-11-12 09:54:36+00:00,327.0,-702.0
2013-11-12 09:54:39+00:00,327.0,-524.0
2013-11-12 09:54:40+00:00,388.0,-700.0
2013-11-12 09:54:43+00:00,266.0,-408.0
2013-11-12 09:54:44+00:00,167.0,82.0
2013-11-12 09:54:46+00:00,292.0,87.0
2013-11-12 09:54:52+00:00,343.0,-732.0
2013-11-12 09:54:59+00:00,241.0,86.0
2013-11-12 09:55:07+00:00,343.0,-563.0
2013-11-12 09:55:11+00:00,409.0,-903.0
2013-11-12 09:55:12+00:00,441.0,-655.0
2013-11-12 09:55:23+00:00,423.0,-889.0
2013-11-12 09:55:24+00:00,470.0,-939.0
2013-11-12 09:55:27+00:00,470.0,-955.0
2013-11-12 09:55:39+00:00,468.0,-865.0
2013-11-12 09:55:40+00:00,503.0,-943.0
2013-11-12 09:56:04+00:00,448.0,-972.0
2013-11-12 09:56:11+00:00,448.0,-1000.0
2013-11-12 09:56:12+00:00,506.0,-1000.0
2013-11-12 09:56:27+00:00,491.0,-1050.0
2013-11-12 09:56:35+00:00,514.0,-1130.0
2013-11-12 09:56:36+00:00,491.0,-902.0
2013-11-12 09:56:51+00:00,453.0,-943.0
2013-11-12 09:56:52+00:00,483.0,-943.0
2013-11-12 09:57:03+00:00,403.0,110.0
2013-11-12 09:57:11+00:00,452.0,-850.0
2013-11-12 09:57:12+00:00,531.0,-850.0
2013-11-12 09:57:20+00:00,493.0,-1123.0
2013-11-12 09:57:31+00:00,185.0,85.0
2013-11-12 09:57:39+00:00,449.0,-988.0
2013-11-12 09:57:40+00:00,519.0,-988.0
2013-11-12 09:57:43+00:00,519.0,-946.0
2013-11-12 09:57:50+00:00,559.0,-955.0
2013-11-12 09:57:55+00:00,457.0,-976.0
2013-11-12 09:57:56+00:00,497.0,-976.0
2013-11-12 09:58:04+00:00,380.0,95.0
2013-11-12 09:58:08+00:00,551.0,-1038.0
2013-11-12 09:58:09+00:00,551.0,-965.0
2013-11-12 09:58:12+00:00,478.0,-965.0
2013-11-12 09:58:13+00:00,478.0,-938.0
2013-11-12 09:58:20+00:00,532.0,-1049.0
2013-11-12 09:58:21+00:00,482.0,-1002.0
2013-11-12 09:58:22+00:00,515.0,-1002.0
2013-11-12 09:58:23+00:00,461.0,-1062.0
2013-11-12 09:58:24+00:00,488.0,-942.0
2013-11-12 09:58:25+00:00,488.0,-1002.0
2013-11-12 09:59:34+00:00,420.0,-919.0
2013-11-12 09:59:36+00:00,320.0,-586.0
2013-11-12 09:59:37+00:00,320.0,-491.0
2013-11-12 09:59:39+00:00,196.0,-290.0
2013-11-12 09:59:53+00:00,337.0,-849.0
2013-11-12 09:59:57+00:00,218.0,-402.0
2013-11-12 10:00:11+00:00,361.0,-873.0
2013-11-12 10:00:12+00:00,353.0,-597.0
2013-11-12 10:00:13+00:00,291.0,-484.0
2013-11-12 10:00:18+00:00,189.0,30.0
2013-11-12 10:00:40+00:00,425.0,-686.0
2013-11-12 10:00:42+00:00,279.0,-343.0
2013-11-12 10:00:46+00:00,417.0,-888.0
2013-11-12 10:00:47+00:00,377.0,-433.0
2013-11-12 10:00:50+00:00,338.0,-433.0
2013-11-12 10:01:15+00:00,298.0,-120.0
2013-11-12 10:01:21+00:00,264.0,-212.0
2013-11-12 10:01:43+00:00,410.0,-563.0
2013-11-12 10:01:44+00:00,366.0,-563.0
2013-11-12 10:01:45+00:00,278.0,-404.0
2013-11-12 10:01:49+00:00,368.0,-654.0
2013-11-12 10:01:50+00:00,345.0,-364.0
2013-11-12 10:01:51+00:00,281.0,-396.0
2013-11-12 10:01:52+00:00,270.0,-52.0
2013-11-12 10:01:55+00:00,338.0,-605.0
2013-11-12 10:01:56+00:00,278.0,-309.0
2013-11-12 10:02:00+00:00,365.0,-798.0
2013-11-12 10:02:06+00:00,330.0,-406.0
2013-11-12 10:02:10+00:00,346.0,-266.0
2013-11-12 10:02:11+00:00,306.0,-200.0
2013-11-12 10:02:27+00:00,313.0,-94.0
2013-11-12 10:02:30+00:00,313.0,-94.0
2013-11-12 10:02:32+00:00,508.0,-139.0
2013-11-12 10:02:59+00:00,372.0,34.0
2013-11-12 10:03:02+00:00,278.0,-426.0
2013-11-12 10:03:07+00:00,342.0,-501.0
2013-11-12 10:03:08+00:00,276.0,-501.0
2013-11-12 10:03:12+00:00,342.0,-596.0
2013-11-12 10:03:13+00:00,342.0,-266.0
2013-11-12 10:03:14+00:00,278.0,-266.0
2013-11-12 10:03:15+00:00,278.0,51.0
2013-11-12 10:03:16+00:00,336.0,51.0
2013-11-12 10:03:23+00:00,352.0,-230.0
2013-11-12 10:03:52+00:00,605.0,-673.0
2013-11-12 10:04:04+00:00,401.0,-311.0
2013-11-12 10:04:05+00:00,313.0,-137.0
2013-11-12 10:04:06+00:00,277.0,-137.0
2013-11-12 10:05:45+00:00,280.0,86.0
2013-11-12 10:05:47+00:00,330.0,-567.0
2013-11-12 10:05:48+00:00,354.0,-567.0
2013-11-12 10:05:52+00:00,359.0,-546.0
2013-11-12 10:05:53+00:00,303.0,-416.0
2013-11-12 10:06:03+00:00,326.0,-323.0
2013-11-12 10:06:04+00:00,353.0,-323.0
2013-11-12 10:06:16+00:00,301.0,79.0
2013-11-12 10:06:19+00:00,390.0,-583.0
2013-11-12 10:06:25+00:00,358.0,-562.0
2013-11-12 10:06:53+00:00,385.0,-637.0
2013-11-12 10:06:54+00:00,485.0,-913.0
2013-11-12 10:07:34+00:00,547.0,-1193.0
2013-11-12 10:08:05+00:00,518.0,-1057.0
2013-11-12 10:08:06+00:00,558.0,-1057.0
2013-11-12 10:08:13+00:00,558.0,-982.0
2013-11-12 10:08:21+00:00,479.0,-1002.0
2013-11-12 10:08:45+00:00,254.0,25.0
2013-11-12 10:08:46+00:00,165.0,25.0
2013-11-12 10:08:49+00:00,573.0,-1192.0
2013-11-12 10:08:50+00:00,515.0,-1192.0
2013-11-12 10:08:58+00:00,469.0,-1035.0
2013-11-12 10:09:10+00:00,498.0,-1023.0
2013-11-12 10:09:26+00:00,521.0,-991.0
2013-11-12 10:09:46+00:00,264.0,56.0
2013-11-12 10:10:17+00:00,222.0,99.0
2013-11-12 10:10:34+00:00,364.0,77.0
2013-11-12 10:10:37+00:00,570.0,-1147.0
2013-11-12 10:10:38+00:00,510.0,-1147.0
2013-11-12 10:10:50+00:00,555.0,-1297.0
2013-11-12 10:10:51+00:00,555.0,-1135.0
2013-11-12 10:10:55+00:00,521.0,-1003.0
2013-11-12 10:11:07+00:00,526.0,-972.0
2013-11-12 10:11:11+00:00,516.0,-1037.0
2013-11-12 10:11:14+00:00,513.0,-1037.0
2013-11-12 10:11:20+00:00,568.0,-1111.0
2013-11-12 10:11:21+00:00,568.0,-1208.0
2013-11-12 10:11:22+00:00,500.0,-1208.0
2013-11-12 10:11:23+00:00,500.0,-887.0
2013-11-12 10:11:26+00:00,536.0,-887.0
2013-11-12 10:11:51+00:00,569.0,-1000.0
2013-11-12 10:12:06+00:00,572.0,-1279.0
2013-11-12 10:12:07+00:00,516.0,-1006.0
2013-11-12 10:13:36+00:00,313.0,-734.0
2013-11-12 10:13:44+00:00,213.0,-277.0
2013-11-12 10:13:46+00:00,343.0,52.0
2013-11-12 10:13:48+00:00,313.0,-600.0
2013-11-12 10:13:49+00:00,215.0,-419.0
2013-11-12 10:13:56+00:00,348.0,-677.0
2013-11-12 10:13:57+00:00,348.0,-521.0
2013-11-12 10:13:58+00:00,278.0,-521.0
2013-11-12 10:14:20+00:00,235.0,-170.0
2013-11-12 10:14:21+00:00,235.0,-6.0
2013-11-12 10:14:22+00:00,210.0,-6.0
2013-11-12 10:14:23+00:00,260.0,-34.0
2013-11-12 10:14:26+00:00,475.0,-163.0
2013-11-12 10:14:30+00:00,213.0,-209.0
2013-11-12 10:14:55+00:00,344.0,-515.0
2013-11-12 10:14:57+00:00,215.0,-322.0
2013-11-12 10:15:01+00:00,328.0,-480.0
2013-11-12 10:15:02+00:00,269.0,-480.0
2013-11-12 10:15:03+00:00,269.0,-316.0
2013-11-12 10:15:07+00:00,286.0,-310.0
2013-11-12 10:15:08+00:00,222.0,-310.0
2013-11-12 10:15:09+00:00,222.0,23.0
2013-11-12 10:15:12+00:00,316.0,-557.0
2013-11-12 10:15:21+00:00,297.0,-394.0
2013-11-12 10:15:22+00:00,273.0,-394.0
2013-11-12 10:15:42+00:00,220.0,-160.0
2013-11-12 10:15:50+00:00,300.0,-662.0
2013-11-12 10:15:51+00:00,300.0,-433.0
2013-11-12 10:15:52+00:00,206.0,-433.0
2013-11-12 10:15:56+00:00,296.0,-486.0
2013-11-12 10:15:58+00:00,206.0,-238.0
2013-11-12 10:16:02+00:00,306.0,-567.0
2013-11-12 10:16:03+00:00,306.0,-393.0
2013-11-12 10:16:04+00:00,212.0,-393.0
2013-11-12 10:16:05+00:00,212.0,41.0
2013-11-12 10:16:06+00:00,260.0,41.0
2013-11-12 10:16:08+00:00,303.0,-578.0
2013-11-12 10:16:09+00:00,303.0,-357.0
2013-11-12 10:16:34+00:00,239.0,-187.0
2013-11-12 10:16:39+00:00,255.0,-136.0
2013-11-12 10:16:45+00:00,260.0,-130.0
2013-11-12 10:17:06+00:00,501.0,-333.0
2013-11-12 10:17:09+00:00,501.0,-236.0
2013-11-12 10:17:10+00:00,591.0,-236.0
2013-11-12 10:17:41+00:00,498.0,-153.0
2013-11-12 10:18:44+00:00,265.0,-510.0
2013-11-12 10:18:52+00:00,275.0,-256.0
2013-11-12 10:18:53+00:00,193.0,-291.0
2013-11-12 10:19:02+00:00,281.0,88.0
2013-11-12 10:19:05+00:00,281.0,-230.0
2013-11-12 10:19:06+00:00,257.0,-230.0
2013-11-12 10:19:12+00:00,192.0,-296.0
2013-11-12 10:19:21+00:00,270.0,-470.0
2013-11-12 10:19:29+00:00,258.0,-224.0
2013-11-12 10:19:30+00:00,194.0,-188.0
2013-11-12 10:21:25+00:00,113.0,107.0
2013-11-12 10:21:26+00:00,154.0,61.0
2013-11-12 10:21:27+00:00,120.0,112.0
2013-11-12 11:12:00+00:00,1601.0,154.0
2013-11-12 11:27:39+00:00,2743.0,204.0
2013-11-12 11:33:11+00:00,1618.0,144.0
2013-11-12 11:59:44+00:00,204.0,30.0
2013-11-12 12:09:34+00:00,510.0,3.0
2013-11-12 12:11:54+00:00,531.0,17.0
2013-11-12 12:11:55+00:00,491.0,-8.0
2013-11-12 12:15:06+00:00,512.0,79.0
2013-11-12 12:15:58+00:00,508.0,26.0
2013-11-12 12:16:53+00:00,488.0,13.0
2013-11-12 12:28:53+00:00,393.0,40.0
2013-11-12 12:37:10+00:00,402.0,33.0
2013-11-12 12:37:11+00:00,368.0,9.0
2013-11-12 12:56:10+00:00,756.0,34.0
2013-11-12 13:04:03+00:00,535.0,47.0
2013-11-12 13:05:32+00:00,445.0,39.0
2013-11-12 13:15:23+00:00,474.0,56.0
2013-11-12 13:15:24+00:00,448.0,90.0
2013-11-12 13:23:26+00:00,506.0,89.0
2013-11-12 13:24:42+00:00,498.0,40.0
2013-11-12 14:07:22+00:00,721.0,-448.0
2013-11-12 14:55:54+00:00,492.0,63.0
2013-11-12 14:59:28+00:00,431.0,17.0
2013-11-12 15:10:00+00:00,357.0,21.0
2013-11-12 15:15:48+00:00,385.0,72.0
2013-11-12 15:18:50+00:00,351.0,30.0
2013-11-12 15:25:27+00:00,367.0,59.0
2013-11-12 15:25:28+00:00,393.0,19.0
2013-11-12 15:28:39+00:00,353.0,11.0
2013-11-12 15:33:35+00:00,426.0,38.0
2013-11-12 15:34:14+00:00,435.0,42.0
2013-11-12 15:35:06+00:00,452.0,70.0
2013-11-12 15:35:18+00:00,544.0,35.0
2013-11-12 15:37:14+00:00,543.0,52.0
2013-11-12 15:44:43+00:00,626.0,105.0
2013-11-12 15:45:04+00:00,623.0,65.0
2013-11-12 15:54:16+00:00,596.0,107.0
2013-11-12 15:56:22+00:00,572.0,77.0
2013-11-12 16:05:26+00:00,593.0,74.0
2013-11-12 16:05:27+00:00,557.0,116.0
2013-11-12 16:24:52+00:00,590.0,60.0
2013-11-12 16:32:50+00:00,583.0,134.0
2013-11-12 16:34:44+00:00,541.0,85.0
2013-11-12 16:52:15+00:00,981.0,143.0
2013-11-12 16:53:43+00:00,946.0,81.0
2013-11-12 17:01:46+00:00,975.0,117.0
2013-11-12 17:03:16+00:00,969.0,89.0
2013-11-12 17:03:17+00:00,969.0,123.0
2013-11-12 17:11:17+00:00,640.0,125.0
2013-11-12 17:11:18+00:00,668.0,89.0
2013-11-12 17:13:12+00:00,631.0,133.0
2013-11-12 17:23:02+00:00,641.0,134.0
2013-11-12 17:30:33+00:00,723.0,137.0
2013-11-12 17:32:27+00:00,668.0,135.0
2013-11-12 17:40:10+00:00,5789.0,288.0
2013-11-12 17:51:32+00:00,2304.0,-336.0
2013-11-12 17:51:33+00:00,2304.0,-192.0
2013-11-12 17:51:34+00:00,2274.0,-192.0
2013-11-12 17:52:25+00:00,4528.0,-45.0
2013-11-12 17:56:59+00:00,6901.0,240.0
2013-11-12 18:01:22+00:00,4191.0,141.0
2013-11-12 18:01:38+00:00,3016.0,162.0
2013-11-12 18:01:50+00:00,903.0,131.0
2013-11-12 18:01:51+00:00,817.0,108.0
2013-11-12 18:08:56+00:00,597.0,194.0
2013-11-12 18:13:36+00:00,573.0,141.0
2013-11-12 18:16:18+00:00,634.0,229.0
2013-11-12 18:18:26+00:00,769.0,142.0
2013-11-12 18:18:27+00:00,799.0,164.0
2013-11-12 18:18:56+00:00,752.0,160.0
2013-11-12 18:19:41+00:00,830.0,185.0
2013-11-12 18:21:20+00:00,836.0,143.0
2013-11-12 18:21:54+00:00,817.0,113.0
2013-11-12 18:32:11+00:00,778.0,183.0
2013-11-12 18:32:12+00:00,752.0,229.0
2013-11-12 18:40:15+00:00,774.0,220.0
2013-11-12 18:40:16+00:00,800.0,186.0
2013-11-12 18:41:26+00:00,676.0,181.0
2013-11-12 18:51:02+00:00,878.0,172.0
2013-11-12 19:00:09+00:00,882.0,219.0
2013-11-12 19:00:10+00:00,910.0,183.0
2013-11-12 19:01:06+00:00,669.0,175.0
2013-11-12 19:20:56+00:00,894.0,145.0
2013-11-12 19:29:04+00:00,1073.0,198.0
2013-11-12 19:30:24+00:00,1042.0,153.0
2013-11-12 19:38:39+00:00,1043.0,163.0
2013-11-12 19:38:40+00:00,1067.0,125.0
2013-11-12 19:40:16+00:00,1051.0,136.0
2013-11-12 19:49:49+00:00,976.0,153.0
2013-11-12 19:51:22+00:00,921.0,185.0
2013-11-12 20:07:40+00:00,907.0,185.0
2013-11-12 20:09:11+00:00,762.0,158.0
2013-11-12 20:17:15+00:00,805.0,219.0
2013-11-12 20:18:08+00:00,789.0,177.0
2013-11-12 20:18:52+00:00,744.0,179.0
2013-11-12 20:26:19+00:00,774.0,193.0
2013-11-12 20:28:03+00:00,1091.0,167.0
2013-11-12 20:37:42+00:00,1107.0,152.0
2013-11-12 20:46:04+00:00,823.0,192.0
2013-11-12 20:47:15+00:00,814.0,153.0
2013-11-12 20:47:16+00:00,780.0,201.0
2013-11-12 20:55:39+00:00,657.0,175.0
2013-11-12 21:05:57+00:00,660.0,181.0
2013-11-12 21:06:23+00:00,643.0,162.0
2013-11-12 21:06:24+00:00,622.0,204.0
2013-11-12 21:15:13+00:00,783.0,170.0
2013-11-12 21:15:54+00:00,702.0,144.0
2013-11-12 21:34:00+00:00,742.0,199.0
2013-11-12 21:36:12+00:00,728.0,197.0
2013-11-12 21:45:12+00:00,745.0,136.0
2013-11-12 21:51:22+00:00,787.0,206.0
2013-11-12 21:51:53+00:00,706.0,154.0
2013-11-12 21:54:56+00:00,669.0,157.0
2013-11-12 21:58:58+00:00,678.0,214.0
2013-11-12 22:02:20+00:00,619.0,231.0
2013-11-12 22:03:07+00:00,631.0,173.0
2013-11-12 22:03:58+00:00,691.0,156.0
2013-11-12 22:03:59+00:00,691.0,190.0
